1781249148.740,6.681,0.334,0.268,0.250,0.284
1781249149.048,0.246,0.277,0.294,0.254,0.281
1781249149.350,0.217,0.279,0.279,0.232,0.266
1781249149.651,0.221,0.316,0.281,0.316,0.289
1781249149.953,0.208,0.310,0.423,0.270,0.296
1781249150.254,0.262,0.299,0.435,0.262,0.300
1781249150.556,0.195,0.236,0.242,0.308,1.047
1781249150.858,0.237,0.351,0.270,0.314,0.231
1781249151.160,0.214,0.279,0.299,0.370,0.250
1781249151.462,0.248,0.304,0.453,0.262,0.229
1781249151.763,0.210,0.351,0.293,0.267,0.393
1781249152.065,0.238,0.419,0.293,0.275,0.248
1781249152.367,0.225,0.278,0.280,0.260,0.235
1781249152.668,0.211,0.304,0.274,0.245,0.262
1781249152.970,0.219,0.289,0.280,0.252,0.227
1781249153.271,0.223,0.358,0.383,0.269,0.268
1781249153.573,0.219,0.283,0.276,0.293,0.284
1781249153.875,0.257,0.310,0.265,0.315,0.276
1781249154.176,0.217,0.311,0.295,0.295,0.342
1781249154.478,0.222,0.320,0.286,0.259,0.234
1781249154.779,0.224,0.337,0.267,0.272,1.082
1781249155.082,0.217,0.271,0.260,0.243,0.310
1781249155.383,0.236,0.306,0.311,0.259,0.315
1781249155.685,0.213,0.476,0.279,0.274,0.246
1781249155.987,0.246,0.294,0.275,0.333,0.273
1781249156.288,0.213,0.293,0.379,0.465,0.373
1781249156.590,0.234,0.350,0.378,0.287,0.281
1781249156.892,0.221,0.335,0.279,0.225,0.316
1781249157.194,0.246,0.297,0.296,0.264,0.229
1781249157.495,0.213,0.313,0.338,0.379,0.248
1781249157.797,0.249,0.337,0.441,0.237,0.228
1781249158.098,0.213,0.324,0.275,0.320,0.213
1781249158.400,0.221,0.292,0.321,0.505,0.322
1781249158.702,0.212,0.305,0.316,0.476,0.264
1781249159.004,0.270,0.298,0.447,0.364,0.585
1781249159.306,0.217,0.296,0.284,0.263,0.252
1781249159.607,0.215,0.284,0.258,0.226,0.231
1781249159.909,0.220,0.310,0.260,0.271,0.231
1781249160.210,0.713,0.374,0.836,0.608,0.359
1781249160.513,0.249,0.308,0.277,0.240,0.221
1781249160.815,0.211,0.369,0.271,0.304,0.275
1781249161.117,0.979,0.638,0.746,0.515,1.098
1781249161.421,0.361,0.516,0.449,0.691,0.512
1781249161.724,0.380,0.786,0.383,0.296,9.152
1781249162.035,0.224,0.409,0.361,0.363,0.553
1781249162.337,0.226,0.354,0.309,0.302,0.415
1781249162.641,1.279,0.804,1.880,0.639,1.254
1781249162.947,0.266,0.408,0.443,0.311,0.932
1781249163.250,0.215,0.350,0.349,0.350,0.286
1781249163.552,0.238,0.327,0.355,0.278,0.334
1781249163.853,0.338,0.313,0.269,0.332,0.260
1781249164.155,0.231,0.336,0.321,0.305,0.307
1781249164.457,0.213,0.444,0.310,0.262,0.327
1781249164.759,0.232,0.347,0.417,0.295,0.661
1781249165.061,0.209,0.503,0.263,0.199,0.303
1781249165.363,0.203,0.278,0.270,0.291,0.317
1781249165.664,0.215,0.287,0.291,0.490,0.443
1781249165.966,0.236,0.294,0.284,0.310,0.311
1781249166.268,0.223,0.344,0.295,0.247,0.351
1781249166.570,0.209,0.310,0.283,0.281,0.317
1781249166.871,0.216,0.357,0.330,0.259,0.312
1781249167.173,0.211,0.436,0.313,0.261,0.276
1781249167.475,0.251,0.273,0.275,0.322,0.253
1781249167.776,0.225,0.289,0.261,0.292,0.276
1781249168.078,0.227,0.283,0.270,0.260,0.257
1781249168.379,0.218,0.343,0.277,0.231,0.243
1781249168.681,0.231,0.354,0.283,0.300,0.444
1781249168.982,0.320,0.549,0.288,0.365,0.341
1781249169.285,0.263,0.420,0.329,0.357,0.796
1781249169.587,0.227,0.317,0.287,0.230,0.241
1781249169.888,0.237,0.347,0.307,0.572,0.520
1781249170.191,0.236,0.297,0.257,0.375,0.310
1781249170.492,0.214,0.355,0.323,0.574,0.275
1781249170.794,0.220,0.276,0.285,0.257,0.354
1781249171.096,0.218,0.277,0.247,0.250,0.240
1781249171.397,0.376,0.453,0.316,0.356,0.292
1781249171.699,0.225,0.317,0.281,0.239,0.355
1781249172.001,0.226,0.532,16.484,0.290,0.294
1781249172.319,0.207,0.327,54.409,0.295,0.309
1781249172.675,0.207,0.276,37.903,0.428,0.475
1781249173.014,0.218,0.356,34.521,0.449,0.456
1781249173.350,0.287,0.333,30.337,0.305,0.270
1781249173.682,0.252,0.383,24.306,0.325,0.418
1781249174.008,0.243,0.435,25.916,0.374,0.457
1781249174.336,0.220,0.430,39.585,0.485,0.402
1781249174.677,0.234,0.471,46.107,0.339,0.254
