rho,k,seed,emp_gap,th_gap,ratio
0.7,5,26,0.026488351100928398,1.9053970100000002,0.013901749064321454
0.7,5,27,0.05322808015612601,1.9053970100000002,0.027935427565369177
0.7,5,28,0.0778217589554433,1.9053970100000002,0.040842805224850905
0.7,5,29,0.07254946709524912,1.9053970100000002,0.038075774609958646
0.7,10,0,0.0018038998464520173,1.9592197594843606,0.000920723587907657
0.7,10,1,0.0023988835262687136,1.9592197594843606,0.0012244075809546074
0.7,10,2,0.0025082614981004614,1.9592197594843606,0.0012802348924658667
0.7,10,3,-0.002106442109097717,1.9592197594843606,-0.0010751433568902467
0.7,10,4,0.004255343345508367,1.9592197594843606,0.002171958160848844
0.7,10,5,0.007198971808811461,1.9592197594843606,0.003674407515523491
0.7,10,6,0.0023047523229582367,1.9592197594843606,0.0011763623308723753
0.7,10,7,0.003662227408007368,1.9592197594843606,0.0018692274770499536
0.7,10,8,0.0017785111679291532,1.9592197594843606,0.0009077650219275212
0.7,10,9,-0.0013411296026561992,1.9592197594843606,-0.0006845222932057228
0.7,10,10,0.005701554368033879,1.9592197594843606,0.002910114774227496
0.7,10,11,0.001068612247861811,1.9592197594843606,0.0005454274553371465
0.7,10,12,-0.0036141107177800613,1.9592197594843606,-0.001844668368764944
0.7,10,13,0.00015928013146293551,1.9592197594843606,8.129773635238134e-05
0.7,10,14,0.003911799889604994,1.9592197594843606,0.001996611084932364
0.7,10,15,0.001630177952025802,1.9592197594843606,0.0008320546708118349
0.7,10,16,-0.0032068624684500335,1.9592197594843606,-0.0016368059034347609
0.7,10,17,0.008331953673450965,1.9592197594843606,0.004252689690943
0.7,10,18,0.00304381512028451,1.9592197594843606,0.0015535853523065731
0.7,10,19,0.004411393922921336,1.9592197594843606,0.0022516075093497187
0.7,10,20,0.004876886400392522,1.9592197594843606,0.002489198251898016
0.7,10,21,0.0037419121200308325,1.9592197594843606,0.001909899133017958
0.7,10,22,-0.004040973106364643,1.9592197594843606,-0.0020625420332776607
0.7,10,23,-4.341705862964673e-05,1.9592197594843606,-2.2160382172275303e-05
0.7,10,24,0.003947438039784812,1.9592197594843606,0.0020148010557139964
0.7,10,25,0.003235816563207816,1.9592197594843606,0.0016515842837658181
0.7,10,26,0.00048055771049804186,1.9592197594843606,0.0002452801469420245
0.7,10,27,-0.0007905223347450807,1.9592197594843606,-0.00040348834321328773
0.7,10,28,0.002980701669700103,1.9592197594843606,0.0015213717885759698
0.7,10,29,0.0004341167878552099,1.9592197594843606,0.00022157636260746136
0.9,1,0,4.225857997246672,1.0,4.225857997246672
0.9,1,1,4.2566721774376735,1.0,4.2566721774376735
0.9,1,2,4.029698259345831,1.0,4.029698259345831
0.9,1,3,4.2162557244023215,1.0,4.2162557244023215
0.9,1,4,4.290615439405067,1.0,4.290615439405067
0.9,1,5,4.72734737502917,1.0,4.72734737502917
0.9,1,6,4.326856092795197,1.0,4.326856092795197
0.9,1,7,4.665875200127818,1.0,4.665875200127818
0.9,1,8,4.203050191684757,1.0,4.203050191684757
0.9,1,9,4.336033082544635,1.0,4.336033082544635
0.9,1,10,4.527600679461092,1.0,4.527600679461092
0.9,1,11,4.470952389342264,1.0,4.470952389342264
0.9,1,12,4.060065189550619,1.0,4.060065189550619
0.9,1,13,4.293539496955283,1.0,4.293539496955283
0.9,1,14,4.586495985216553,1.0,4.586495985216553
0.9,1,15,4.398692171198818,1.0,4.398692171198818
0.9,1,16,3.9838326339701764,1.0,3.9838326339701764
0.9,1,17,4.970910248098161,1.0,4.970910248098161
0.9,1,18,4.559172349881673,1.0,4.559172349881673
0.9,1,19,4.335151401239909,1.0,4.335151401239909
0.9,1,20,4.649726960975204,1.0,4.649726960975204
0.9,1,21,4.4668766520883345,1.0,4.4668766520883345
0.9,1,22,3.8084805002740207,1.0,3.8084805002740207
0.9,1,23,4.316275122057065,1.0,4.316275122057065
0.9,1,24,4.191512845723558,1.0,4.191512845723558
0.9,1,25,4.568455256755929,1.0,4.568455256755929
0.9,1,26,3.7114929590291976,1.0,3.7114929590291976
0.9,1,27,4.255479073133848,1.0,4.255479073133848
0.9,1,28,5.04281284606089,1.0,5.04281284606089
0.9,1,29,4.183806456819116,1.0,4.183806456819116
0.9,2,0,3.4296050953310906,1.8100000000000005,1.8948094449343036
0.9,2,1,3.457195877505119,1.8100000000000005,1.9100529709973026
0.9,2,2,3.2533440978294386,1.8100000000000005,1.7974276783588052
0.9,2,3,3.3753221915138227,1.8100000000000005,1.864818890339128
0.9,2,4,3.5261364305740632,1.8100000000000005,1.9481416743503106
0.9,2,5,3.865422076102484,1.8100000000000005,2.135592307238941
0.9,2,6,3.517575817491962,1.8100000000000005,1.943412053862962
0.9,2,7,3.8473266891708624,1.8100000000000005,2.1255948558955033
0.9,2,8,3.43400892944378,1.8100000000000005,1.8972425024551267
0.9,2,9,3.493827534677313,1.8100000000000005,1.9302914556228243
0.9,2,10,3.7381086363178837,1.8100000000000005,2.0652533902308745
0.9,2,11,3.647946349134972,1.8100000000000005,2.015439971897774
0.9,2,12,3.25090498541953,1.8100000000000005,1.796080102441729
0.9,2,13,3.4435659771792,1.8100000000000005,1.9025226393255243
0.9,2,14,3.8073026859941983,1.8100000000000005,2.10348214695812
0.9,2,15,3.578833157047292,1.8100000000000005,1.9772558878714315
0.9,2,16,3.1674949938485195,1.8100000000000005,1.7499972341704524
0.9,2,17,4.159846009857601,1.8100000000000005,2.2982574640097235
0.9,2,18,3.7165704368565695,1.8100000000000005,2.053353832517441
0.9,2,19,3.5215127729910023,1.8100000000000005,1.9455871673983434
0.9,2,20,3.8133888994155867,1.8100000000000005,2.106844695809716
0.9,2,21,3.633433764840272,1.8100000000000005,2.0074219695250117
0.9,2,22,3.020388769479406,1.8100000000000005,1.6687230770604449
0.9,2,23,3.447499866270628,1.8100000000000005,1.9046960587130537
0.9,2,24,3.391760004750777,1.8100000000000005,1.873900555110926
0.9,2,25,3.7700775786504197,1.8100000000000005,2.0829157893096237
0.9,2,26,2.954261408172283,1.8100000000000005,1.6321886232996035
0.9,2,27,3.4345138209079176,1.8100000000000005,1.8975214480154234
0.9,2,28,4.228653138639498,1.8100000000000005,2.3362724522870146
0.9,2,29,3.3772395745860577,1.8100000000000005,1.8658782180033462
0.9,3,0,2.7757529017734743,2.4661000000000004,1.1255638059176327
0.9,3,1,2.8094579150493315,2.4661000000000004,1.1392311402819557
0.9,3,2,2.6231810368019106,2.4661000000000004,1.0636961343018978
0.9,3,3,2.7077831596210635,2.4661000000000004,1.0980021733186258
0.9,3,4,2.8648325927149756,2.4661000000000004,1.1616854923624245
0.9,3,5,3.1885488710393566,2.4661000000000004,1.2929519772269398
0.9,3,6,2.838376637848952,2.4661000000000004,1.1509576407481252
0.9,3,7,3.1736429959220596,2.4661000000000004,1.2869076663241794
0.9,3,8,2.7929414473119403,2.4661000000000004,1.1325337363902275
0.9,3,9,2.804708752122778,2.4661000000000004,1.1373053615517528
0.9,3,10,3.091133191764334,2.4661000000000004,1.2534500595127258
0.9,3,11,2.9774700883131526,2.4661000000000004,1.20735983468357
0.9,3,12,2.594986105872332,2.4661000000000004,1.0522631303971175
0.9,3,13,2.75291317824315,2.4661000000000004,1.1163023309043225
0.9,3,14,3.1588187428722554,2.4661000000000004,1.280896453052291
0.9,3,15,2.8956191828480367,2.4661000000000004,1.1741694103434719
0.9,3,16,2.5222075934135666,2.4661000000000004,1.0227515483612044
0.9,3,17,3.491812911454803,2.4661000000000004,1.4159251090607852
0.9,3,18,3.0387221225064702,2.4661000000000004,1.2321974463754388
0.9,3,19,2.870365062202309,2.4661000000000004,1.1639289007754383
0.9,3,20,3.119970376388391,2.4661000000000004,1.2651434963660804
0.9,3,21,2.9613781677874695,2.4661000000000004,1.2008345840750452
0.9,3,22,2.385288141437163,2.4661000000000004,0.9672309076830471
0.9,3,23,2.6981284738693567,2.4661000000000004,1.094087212144421
0.9,3,24,2.778398170272539,2.4661000000000004,1.1266364584860866
0.9,3,25,3.0797408411945746,2.4661000000000004,1.2488304777562038
0.9,3,26,2.3261561564607796,2.4661000000000004,0.9432529728967922
0.9,3,27,2.7371383584726985,2.4661000000000004,1.1099056641955711
0.9,3,28,3.509778445898274,2.4661000000000004,1.4232101074158685
0.9,3,29,2.7453318623460037,2.4661000000000004,1.1132281182214847
0.9,5,0,1.8203732467874811,3.4280082100000007,0.531029430290507
0.9,5,1,1.8453144742614076,3.4280082100000007,0.5383051501680642
0.9,5,2,1.735798913203666,3.4280082100000007,0.5063578634788817
0.9,5,3,1.6923671501756363,3.4280082100000007,0.4936881846545041
0.9,5,4,1.8958004558493609,3.4280082100000007,0.5530326474478777
0.9,5,5,2.1514513524559105,3.4280082100000007,0.6276097432263472
0.9,5,6,1.8487952657598123,3.4280082100000007,0.5393205478232539
0.9,5,7,2.1634776040281727,3.4280082100000007,0.6311179762396696
0.9,5,8,1.7824440159896047,3.4280082100000007,0.5199649203843664
0.9,5,9,1.8358478978100035,3.4280082100000007,0.535543611726065
0.9,5,10,2.1575688637578287,3.4280082100000007,0.629394310510659
0.9,5,11,1.9255213313943313,3.4280082100000007,0.5617026603895826
0.9,5,12,1.619637343765313,3.4280082100000007,0.47247183919822433
0.9,5,13,1.7659402629388121,3.4280082100000007,0.5151505348754144
0.9,5,14,2.1729604330272125,3.4280082100000007,0.6338842557868939
0.9,5,15,1.9095955691202846,3.4280082100000007,0.5570568832214915
0.9,5,16,1.5619244756297652,3.4280082100000007,0.45563615369222377
0.9,5,17,2.472268853079125,3.4280082100000007,0.721196887996696
0.9,5,18,2.0514395679719133,3.4280082100000007,0.5984348467974973
0.9,5,19,1.93409676025068,3.4280082100000007,0.5642042380787295
0.9,5,20,2.0692450506560216,3.4280082100000007,0.6036289658291166
0.9,5,21,2.0256505119162633,3.4280082100000007,0.5909118029551811
0.9,5,22,1.408773297058616,3.4280082100000007,0.41095972085160665
0.9,5,23,1.6140553245852276,3.4280082100000007,0.4708434827771977
0.9,5,24,1.888319960657682,3.4280082100000007,0.5508504778807638
0.9,5,25,2.0643990138562693,3.4280082100000007,0.6022153062043771
0.9,5,26,1.4696572941069883,3.4280082100000007,0.42872047091946375
0.9,5,27,1.7501085899870392,3.4280082100000007,0.5105322049351332
0.9,5,28,2.400560151215725,3.4280082100000007,0.7002784136318403
0.9,5,29,1.8522154352976443,3.4280082100000007,0.540318261168238
0.9,10,0,0.6881823618403793,4.623280765312795,0.1488515183857365
0.9,10,1,0.6578926125585713,4.623280765312795,0.14229994801409399
0.9,10,2,0.6659735800172815,4.623280765312795,0.14404783395676468
0.9,10,3,0.43856241104824445,4.623280765312795,0.09485956689860969
0.9,10,4,0.6551591613539527,4.623280765312795,0.14170871175928398
0.9,10,5,0.875873433122921,4.623280765312795,0.1894484625927023
0.9,10,6,0.6476552200189554,4.623280765312795,0.14008563461646859
0.9,10,7,0.8002473369896155,4.623280765312795,0.17309079366186267
0.9,10,8,0.5428934630216036,4.623280765312795,0.11742602073721849
0.9,10,9,0.5419551505575413,4.623280765312795,0.11722306692331598
0.9,10,10,0.8779784310540126,4.623280765312795,0.18990376652900762
0.9,10,11,0.5297557562827127,4.623280765312795,0.11458437918313863
0.9,10,12,0.4530180226390783,4.623280765312795,0.0979862668168345
0.9,10,13,0.5489015433727804,4.623280765312795,0.11872554820616517
0.9,10,14,0.8848521394771041,4.623280765312795,0.19139052642355328
0.9,10,15,0.6982812313927793,4.623280765312795,0.1510358697295201
0.9,10,16,0.4778302495418112,4.623280765312795,0.10335306761528312
0.9,10,17,1.0605575329886356,4.623280765312795,0.22939500904762422
0.9,10,18,0.7515926602346203,4.623280765312795,0.16256695156253836
0.9,10,19,0.7518995085539526,4.623280765312795,0.16263332181667356
0.9,10,20,0.8573596075943355,4.623280765312795,0.18544398471900497
0.9,10,21,0.7855828446785935,4.623280765312795,0.16991891355000668
0.9,10,22,0.35320490674979155,4.623280765312795,0.07639702727980333
0.9,10,23,0.508556547136374,4.623280765312795,0.10999906191117226
0.9,10,24,0.8358649491586068,4.623280765312795,0.18079476276454412
0.9,10,25,0.7860932241677006,4.623280765312795,0.17002930690810344
0.9,10,26,0.5193935257063478,4.623280765312795,0.11234306374019391
0.9,10,27,0.5256679228300438,4.623280765312795,0.11370019462672175
0.9,10,28,0.9844542554453044,4.623280765312795,0.21293412739096318
0.9,10,29,0.5724932091190862,4.623280765312795,0.12382834575272725
