rho,k,seed,emp_gap,th_gap,ratio
0.5,2,23,0.10727662281239558,1.25,0.08582129824991647
0.5,2,24,0.06578389390560768,1.25,0.052627115124486146
0.5,2,25,0.09724891238082933,1.25,0.07779912990466346
0.5,2,26,0.06977001213468736,1.25,0.05581600970774989
0.5,2,27,0.09377732534224581,1.25,0.07502186027379665
0.5,2,28,0.11555982939570963,1.25,0.09244786351656771
0.5,2,29,0.07229156994607111,1.25,0.057833255956856885
0.5,3,0,0.019724830082484823,1.3125,0.015028441967607484
0.5,3,1,0.021491341116391283,1.3125,0.01637435513629812
0.5,3,2,0.015108870875077729,1.3125,0.011511520666725889
0.5,3,3,0.02529346550720657,1.3125,0.019271211815014528
0.5,3,4,0.023641307149993462,1.3125,0.018012424495233114
0.5,3,5,0.02638787742003368,1.3125,0.0201050494628828
0.5,3,6,0.022394778090529144,1.3125,0.017062688068974586
0.5,3,7,0.026228313394474734,1.3125,0.019983476871980748
0.5,3,8,0.028522612170731376,1.3125,0.021731514034842952
0.5,3,9,0.01954509642229829,1.3125,0.014891502036036794
0.5,3,10,0.02037259685918702,1.3125,0.015521978559380586
0.5,3,11,0.03221025813953915,1.3125,0.024541149058696494
0.5,3,12,0.02164629462454548,1.3125,0.016492414952034653
0.5,3,13,0.018922076978683977,1.3125,0.014416820555187792
0.5,3,14,0.025973653690364307,1.3125,0.01978945043075376
0.5,3,15,0.02163659298182652,1.3125,0.016485023224248777
0.5,3,16,0.021100402363257498,1.3125,0.01607649703867238
0.5,3,17,0.029489559465758486,1.3125,0.022468235783435035
0.5,3,18,0.022125893903638172,1.3125,0.016857823926581465
0.5,3,19,0.01842275108586655,1.3125,0.01403638177970785
0.5,3,20,0.025750951260792743,1.3125,0.01961977238917542
0.5,3,21,0.017308081245439588,1.3125,0.013187109520334925
0.5,3,22,0.023034443216905176,1.3125,0.017550051974784896
0.5,3,23,0.022738474009936116,1.3125,0.017324551626617994
0.5,3,24,0.014934984288646591,1.3125,0.01137903564849264
0.5,3,25,0.024276325343338456,1.3125,0.018496247880638823
0.5,3,26,0.010048028822874366,1.3125,0.007655641007904279
0.5,3,27,0.019843309739855153,1.3125,0.015118712182746782
0.5,3,28,0.034426066188107285,1.3125,0.026229383762367456
0.5,3,29,0.017609360734351487,1.3125,0.013416655797601132
0.5,5,0,-0.0002379075591294466,1.33203125,-0.00017860508837870477
0.5,5,1,0.0011198897428346122,1.33203125,0.0008407383406617617
0.5,5,2,0.0005518147781709004,1.33203125,0.0004142656399171569
0.5,5,3,0.0017620630677523952,1.33203125,0.0013228391359079565
0.5,5,4,0.0018791885908406858,1.33203125,0.0014107691473759986
0.5,5,5,0.0017929427311644819,1.33203125,0.001346021522516444
0.5,5,6,0.0012514784630472953,1.33203125,0.0009395263534900516
0.5,5,7,0.0024494309775096035,1.33203125,0.0018388690036435732
0.5,5,8,0.0014585351478468844,1.33203125,0.001094970668178306
0.5,5,9,0.0026059082814875456,1.33203125,0.0019563417010580986
0.5,5,10,0.0029894966811889745,1.33203125,0.002244314224001107
0.5,5,11,0.003344277475918922,1.33203125,0.0025106599232705105
0.5,5,12,0.0007837820502991644,1.33203125,0.0005884111579958537
0.5,5,13,0.001147602615414689,1.33203125,0.0008615433124520832
0.5,5,14,0.0025477392806685373,1.33203125,0.001912672304548814
0.5,5,15,0.00152238646122127,1.33203125,0.0011429059650224197
0.5,5,16,0.00015336445958058498,1.33203125,0.00011513578197252127
0.5,5,17,0.004684033819467359,1.33203125,0.003516459406990158
0.5,5,18,0.0026848433770005897,1.33203125,0.0020156008929975103
0.5,5,19,0.001422414296043284,1.33203125,0.0010678535477627
0.5,5,20,-0.00020347958403088562,1.33203125,-0.000152758866603832
0.5,5,21,0.002437923958590771,1.33203125,0.00183023030322357
0.5,5,22,-0.000546643199221819,1.33203125,-0.00041038316422517795
0.5,5,23,-0.0020299149743308043,1.33203125,-0.00152392443820729
0.5,5,24,-0.00039594440581303125,1.33203125,-0.00029724858618221703
0.5,5,25,0.0011250825585507052,1.33203125,0.0008446367594984767
0.5,5,26,-0.0014074955673324396,1.33203125,-0.0010566535637451745
0.5,5,27,0.001017976982747193,1.33203125,0.0007642290544964264
0.5,5,28,0.0028509925604678354,1.33203125,0.0021403345908497535
0.5,5,29,0.003975260235251188,1.33203125,0.0029843595901005984
0.5,10,0,1.4969897710992441e-05,1.3333320617675781,1.1227433990559767e-05
0.5,10,1,1.142340641879791e-05,1.3333320617675781,8.567562984763205e-06
0.5,10,2,1.661911316563902e-05,1.3333320617675781,1.2464346761156643e-05
0.5,10,3,-5.934297629095475e-05,1.3333320617675781,-4.4507274663660806e-05
0.5,10,4,6.07596863078097e-05,1.3333320617675781,4.556980818961295e-05
0.5,10,5,9.412582787993173e-05,1.3333320617675781,7.059443823405142e-05
0.5,10,6,3.4030134111517896e-05,1.3333320617675781,2.55226249239103e-05
0.5,10,7,2.0072509200774746e-05,1.3333320617675781,1.505439625757212e-05
0.5,10,8,2.018158092886857e-05,1.3333320617675781,1.513620013165674e-05
0.5,10,9,-6.80053332082764e-05,1.3333320617675781,-5.1004048547458434e-05
0.5,10,10,6.440857832168412e-05,1.3333320617675781,4.83064798099122e-05
0.5,10,11,-1.3988393470443228e-05,1.3333320617675781,-1.0491305108120648e-05
0.5,10,12,-9.156316615199778e-05,1.3333320617675781,-6.867244010514071e-05
0.5,10,13,-9.46341878615975e-06,1.3333320617675781,-7.0975708583908485e-06
0.5,10,14,2.822200986640766e-05,1.3333320617675781,2.116652758577947e-05
0.5,10,15,7.7533603115576e-06,1.3333320617675781,5.815025779308935e-06
0.5,10,16,-8.572993031230602e-05,1.3333320617675781,-6.429750905311251e-05
0.5,10,17,9.866733657726279e-05,1.3333320617675781,7.400057300539297e-05
0.5,10,18,1.5203367242699883e-05,1.3333320617675781,1.140253630633093e-05
0.5,10,19,4.750698181887891e-05,1.3333320617675781,3.56302703438329e-05
0.5,10,20,6.131117518726192e-05,1.3333320617675781,4.598342524365808e-05
0.5,10,21,2.734758539046922e-05,1.3333320617675781,2.051070860338792e-05
0.5,10,22,-9.3999176701276e-05,1.3333320617675781,-7.049944975947156e-05
0.5,10,23,4.824067508124585e-06,1.3333320617675781,3.618054081538692e-06
0.5,10,24,4.1285879317731755e-05,1.3333320617675781,3.096443901828903e-05
0.5,10,25,2.7456080781806946e-05,1.3333320617675781,2.0592080224493243e-05
0.5,10,26,-6.046918092028619e-06,1.3333320617675781,-4.5351928941184475e-06
0.5,10,27,-3.983766915571785e-05,1.3333320617675781,-2.9878280360936985e-05
0.5,10,28,6.611867784389602e-07,1.3333320617675781,4.958905567473079e-07
0.5,10,29,-9.189237591966659e-06,1.3333320617675781,-6.891934766636172e-06
0.7,1,0,0.9421031832365194,1.0,0.9421031832365194
0.7,1,1,0.9515374887868837,1.0,0.9515374887868837
0.7,1,2,0.889542403662231,1.0,0.889542403662231
0.7,1,3,1.0029701151116859,1.0,1.0029701151116859
0.7,1,4,0.9531227353598943,1.0,0.9531227353598943
0.7,1,5,1.037122525983291,1.0,1.037122525983291
0.7,1,6,0.9801945191135926,1.0,0.9801945191135926
0.7,1,7,1.016571255438952,1.0,1.016571255438952
0.7,1,8,0.9436877108886308,1.0,0.9436877108886308
0.7,1,9,0.999556993889734,1.0,0.999556993889734
0.7,1,10,0.9542840726712699,1.0,0.9542840726712699
0.7,1,11,1.0356473601296756,1.0,1.0356473601296756
0.7,1,12,0.9610961722901943,1.0,0.9610961722901943
0.7,1,13,1.0036664489533007,1.0,1.0036664489533007
0.7,1,14,0.9686103188922295,1.0,0.9686103188922295
0.7,1,15,0.9880986360517691,1.0,0.9880986360517691
0.7,1,16,0.9424505581485849,1.0,0.9424505581485849
0.7,1,17,1.0243668852706063,1.0,1.0243668852706063
0.7,1,18,1.006397181584816,1.0,1.006397181584816
0.7,1,19,0.9574291694132757,1.0,0.9574291694132757
0.7,1,20,1.0249521625084559,1.0,1.0249521625084559
0.7,1,21,0.9889899777801215,1.0,0.9889899777801215
0.7,1,22,0.918409248116699,1.0,0.918409248116699
0.7,1,23,1.059843577376089,1.0,1.059843577376089
0.7,1,24,0.8995280317659834,1.0,0.8995280317659834
0.7,1,25,0.9904934914346217,1.0,0.9904934914346217
0.7,1,26,0.8458064394007543,1.0,0.8458064394007543
0.7,1,27,0.993668084137424,1.0,0.993668084137424
