thread,tx_idx,start_ms,end_ms,latency_ms,status
1,1,1780835228461,1780835228768,307,FAIL
1,2,1780835228783,1780835229060,277,FAIL
1,3,1780835229073,1780835229325,252,FAIL
1,4,1780835229335,1780835229600,265,FAIL
1,5,1780835229615,1780835229875,260,FAIL
1,6,1780835229882,1780835230148,266,FAIL
1,7,1780835230156,1780835230428,272,FAIL
1,8,1780835230435,1780835230686,251,FAIL
1,9,1780835230700,1780835230952,252,FAIL
1,10,1780835230960,1780835231225,265,FAIL
1,11,1780835231232,1780835231500,268,FAIL
1,12,1780835231511,1780835231758,247,FAIL
1,13,1780835231769,1780835232043,274,FAIL
1,14,1780835232053,1780835232313,260,FAIL
1,15,1780835232326,1780835232592,266,FAIL
1,16,1780835232603,1780835232872,269,FAIL
1,17,1780835232891,1780835233150,259,FAIL
1,18,1780835233157,1780835233423,266,FAIL
1,19,1780835233437,1780835233691,254,FAIL
1,20,1780835233707,1780835233948,241,FAIL
2,1,1780835228464,1780835228770,306,FAIL
2,2,1780835228783,1780835229060,277,FAIL
2,3,1780835229073,1780835229325,252,FAIL
2,4,1780835229335,1780835229600,265,FAIL
2,5,1780835229613,1780835229875,262,FAIL
2,6,1780835229887,1780835230148,261,FAIL
2,7,1780835230165,1780835230428,263,FAIL
2,8,1780835230442,1780835230686,244,FAIL
2,9,1780835230697,1780835230952,255,FAIL
2,10,1780835230966,1780835231225,259,FAIL
2,11,1780835231232,1780835231495,263,FAIL
2,12,1780835231503,1780835231757,254,FAIL
2,13,1780835231765,1780835232043,278,FAIL
2,14,1780835232049,1780835232310,261,FAIL
2,15,1780835232319,1780835232591,272,FAIL
2,16,1780835232598,1780835232875,277,FAIL
2,17,1780835232888,1780835233150,262,FAIL
2,18,1780835233158,1780835233423,265,FAIL
2,19,1780835233435,1780835233691,256,FAIL
2,20,1780835233707,1780835233955,248,FAIL
3,1,1780835228469,1780835228775,306,FAIL
3,2,1780835228783,1780835229061,278,FAIL
3,3,1780835229073,1780835229328,255,FAIL
3,4,1780835229341,1780835229600,259,FAIL
3,5,1780835229607,1780835229875,268,FAIL
3,6,1780835229889,1780835230148,259,FAIL
3,7,1780835230165,1780835230433,268,FAIL
3,8,1780835230444,1780835230685,241,FAIL
3,9,1780835230700,1780835230953,253,FAIL
3,10,1780835230963,1780835231225,262,FAIL
3,11,1780835231232,1780835231494,262,FAIL
3,12,1780835231511,1780835231758,247,FAIL
3,13,1780835231769,1780835232043,274,FAIL
3,14,1780835232055,1780835232309,254,FAIL
3,15,1780835232319,1780835232593,274,FAIL
3,16,1780835232603,1780835232874,271,FAIL
3,17,1780835232886,1780835233150,264,FAIL
3,18,1780835233157,1780835233423,266,FAIL
3,19,1780835233435,1780835233691,256,FAIL
3,20,1780835233699,1780835233952,253,FAIL
4,1,1780835228474,1780835228779,305,FAIL
4,2,1780835228793,1780835229059,266,FAIL
4,3,1780835229068,1780835229325,257,FAIL
4,4,1780835229331,1780835229598,267,FAIL
4,5,1780835229607,1780835229875,268,FAIL
4,6,1780835229889,1780835230148,259,FAIL
4,7,1780835230156,1780835230428,272,FAIL
4,8,1780835230435,1780835230685,250,FAIL
4,9,1780835230692,1780835230953,261,FAIL
4,10,1780835230967,1780835231227,260,FAIL
4,11,1780835231239,1780835231495,256,FAIL
4,12,1780835231505,1780835231758,253,FAIL
4,13,1780835231765,1780835232043,278,FAIL
4,14,1780835232049,1780835232312,263,FAIL
