concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,6742,15,0,2.22,438.1,429,528,528,528
2,6367,30,0,4.71,413.2,386,932,939,939
4,5464,60,0,10.98,351.0,341,433,443,443
8,3856,120,0,31.12,226.4,208,363,394,485
16,4971,240,0,48.28,301.7,283,454,478,488
