10.070,5.524,5.210,9.537,9.410,10.853,6.642
10.827,9.006,0.500,5.956,8.539,3.814,6.625
6.141,14.931,3.221,8.546,6.014,11.767,4.828
5.381,11.616,2.474,7.207,10.694,4.123,4.134
4.798,6.430,12.236,6.994,6.771,1.077,12.314
12.989,8.159,10.120,6.593,3.948,9.425,11.947
10.189,12.816,8.025,16.373,4.260,11.166,8.950
7.240,8.521,0.500,11.634,10.024,4.467,11.242
3.379,9.633,4.916,5.703,13.342,12.932,7.481
6.777,6.961,5.816,6.187,5.198,6.660,6.867
10.866,9.214,7.737,4.198,5.648,6.555,9.261
12.634,5.044,4.777,6.991,4.683,6.280,10.990
8.031,12.883,9.875,5.814,2.907,6.179,7.543
9.074,14.251,4.582,9.709,7.347,8.384,4.580
8.844,9.011,4.300,3.650,10.404,10.685,9.561
9.104,6.188,7.088,9.970,8.099,7.999,15.097
6.577,5.933,6.559,3.465,9.087,7.757,4.952
4.363,17.452,11.898,5.938,7.715,7.393,4.692
6.749,7.842,8.845,9.342,8.969,6.812,4.679
7.744,8.084,7.067,11.347,11.027,8.383,6.735
5.990,4.739,7.072,3.121,8.877,5.277,12.581
11.227,7.556,5.819,7.394,14.512,11.079,7.327
10.006,7.498,4.715,1.792,4.758,2.593,14.657
9.232,2.606,4.843,6.585,8.684,5.434,17.441
9.510,7.495,5.074,11.897,8.097,8.721,14.347
6.307,6.513,17.286,12.038,7.049,8.913,3.515
9.416,5.803,6.913,12.097,10.342,5.897,8.649
8.852,11.597,10.752,11.352,7.986,11.712,13.083
7.904,9.843,8.256,8.364,10.566,5.981,3.186
3.917,9.572,11.175,5.281,8.915,9.309,1.530
11.000,8.465,8.555,10.926,8.596,10.514,7.244
9.058,7.552,7.503,7.694,10.974,7.264,6.401
12.977,8.772,8.477,9.282,11.739,8.348,8.809
10.329,4.829,10.285,7.148,5.523,3.284,7.902
8.731,13.898,9.490,2.880,7.453,10.670,10.176
10.427,6.263,9.959,10.300,4.690,8.205,6.775
5.321,6.525,7.242,10.039,8.056,10.558,6.238
8.830,8.376,6.584,6.756,6.519,5.065,11.625
9.621,6.076,8.454,11.618,11.861,12.029,10.373
7.174,2.866,11.075,4.233,8.421,7.557,12.185
9.819,4.442,9.342,5.545,8.167,9.796,8.013
5.798,6.616,7.560,9.600,9.929,13.194,6.737
7.129,7.796,10.200,11.195,11.913,9.960,4.493
8.300,4.549,7.451,5.920,7.054,8.621,7.900
6.161,9.048,7.411,8.195,6.006,9.659,9.066
10.916,10.591,9.612,8.961,5.487,1.022,7.738
6.684,8.092,5.043,10.080,8.286,5.925,7.532
5.859,6.672,8.383,0.500,14.086,11.502,13.164
10.372,12.023,7.693,5.113,8.434,10.164,11.886
6.456,6.746,8.487,11.490,8.770,12.476,8.626
9.956,5.527,8.385,7.303,12.516,6.879,10.677
9.654,10.121,8.753,3.598,8.734,4.560,4.889
0.500,12.690,9.782,8.475,5.409,7.189,7.299
11.527,8.611,7.721,12.957,5.385,7.836,7.080
8.027,9.887,11.230,4.292,4.408,9.706,16.555
5.275,3.238,11.015,9.423,4.281,4.067,12.140
5.219,7.866,11.295,9.149,8.756,13.087,13.134
11.367,6.186,12.209,4.148,5.723,14.288,1.559
9.664,10.567,11.913,8.001,8.174,8.815,11.551
8.356,7.402,11.243,5.344,7.800,0.500,7.569
7.849,11.225,1.769,6.352,3.932,7.459,8.289
12.071,10.067,0.500,8.933,7.254,9.639,12.377
7.925,5.708,11.250,6.428,9.358,5.773,8.138
12.935,4.019,8.079,8.057,5.253,10.628,8.459
7.975,9.473,7.653,6.346,4.179,10.715,8.547
8.695,7.098,5.520,13.508,5.138,3.676,11.014
6.674,11.187,4.356,10.379,9.003,6.723,5.073
8.355,13.180,7.601,6.161,11.025,6.107,7.408
7.760,1.936,6.241,12.287,8.953,6.382,6.362
9.422,9.724,5.965,7.802,9.201,5.310,10.001
6.857,6.310,12.294,7.584,7.893,4.934,10.132
5.303,11.877,6.623,10.753,7.836,10.462,10.277
8.143,0.500,6.855,12.304,12.305,5.330,10.032
8.799,2.202,7.138,7.055,6.881,6.088,6.025
0.500,7.275,6.438,5.327,5.264,9.956,11.536
6.228,9.056,4.225,12.024,7.632,10.412,5.190
8.105,9.371,9.878,10.169,13.200,3.963,5.953
7.615,5.069,5.791,4.233,12.949,11.193,6.909
10.195,12.377,5.678,3.799,3.654,9.018,6.803
8.567,1.302,8.436,10.643,8.947,10.920,12.165
11.703,9.961,5.953,5.368,10.287,5.971,11.682
9.073,6.401,7.911,4.893,4.851,10.403,11.039
6.123,7.136,8.377,4.122,11.130,3.080,8.508
7.341,13.182,8.322,6.265,0.883,9.573,10.497
13.124,5.318,8.433,11.191,4.899,8.902,9.333
7.352,8.065,5.960,10.986,11.928,8.135,9.353
8.834,5.597,7.265,8.920,4.068,7.084,11.079
7.905,8.408,9.814,10.025,8.199,5.113,4.622
11.808,2.700,11.866,8.521,4.231,4.587,6.739
8.383,11.698,8.322,13.111,13.181,10.460,4.678
