0.654,8.092,4.274,9.957,8.926,6.227,8.157
3.804,9.674,2.661,2.475,1.725,3.372,7.003
10.405,6.587,4.428,5.213,13.487,14.100,7.663
7.588,4.115,4.501,9.641,10.115,8.068,0.500
9.902,5.730,4.549,0.500,3.456,2.714,9.492
8.967,9.539,6.071,8.354,6.343,7.381,6.441
5.460,4.031,6.004,11.454,9.200,9.234,8.120
5.468,9.639,5.697,6.469,5.663,10.305,18.661
5.075,12.286,5.855,8.180,9.672,9.198,9.623
9.733,9.165,6.827,8.266,10.569,14.394,7.318
8.806,9.487,6.377,6.256,4.539,6.079,12.251
8.142,6.688,6.706,12.974,6.681,4.124,3.990
11.005,8.581,7.037,7.133,7.711,6.783,10.825
4.462,1.968,7.231,11.206,10.392,3.112,2.953
9.050,3.073,7.608,8.962,3.839,5.563,6.177
12.432,8.980,8.063,12.175,10.366,14.457,3.342
14.800,12.854,5.071,11.829,4.791,3.540,11.285
11.510,6.918,4.361,6.853,11.058,9.930,13.955
5.366,5.454,4.076,10.532,8.755,4.165,8.821
3.072,9.327,3.934,6.985,11.750,7.536,6.106
8.165,4.706,4.173,9.141,1.470,6.187,10.964
10.342,7.887,4.124,9.671,5.391,0.500,6.441
10.644,1.909,4.669,6.716,11.551,6.043,6.481
3.707,14.190,11.420,9.825,12.380,10.002,5.912
12.670,0.500,11.486,5.866,11.346,5.919,14.150
5.300,3.562,10.824,1.724,6.166,12.315,10.982
6.365,5.415,11.557,9.085,9.566,6.689,9.764
8.562,12.338,6.978,10.667,7.267,8.422,6.963
10.671,12.490,6.784,9.821,7.693,8.268,5.089
11.451,11.290,8.122,7.417,9.420,3.097,6.649
7.718,4.977,7.993,7.408,10.026,5.928,7.580
7.620,12.160,8.162,10.921,3.398,4.497,8.352
11.171,5.045,8.127,8.253,5.459,7.904,2.891
11.088,10.426,8.264,2.852,6.257,14.993,4.342
5.424,8.138,8.471,7.605,12.598,9.057,4.363
15.042,4.416,7.987,7.749,7.214,8.294,6.222
4.990,10.808,8.647,3.313,9.819,8.412,6.139
3.158,9.884,8.045,5.535,7.184,10.995,12.299
2.994,3.844,8.361,6.392,8.294,5.079,8.560
2.541,11.395,8.369,10.714,9.629,9.189,8.365
4.013,9.456,8.093,8.709,3.969,11.756,9.883
10.490,10.726,8.017,7.528,11.649,4.111,7.745
9.959,8.969,7.643,7.156,10.292,13.033,7.696
8.642,7.894,7.509,6.698,6.803,7.129,7.910
8.824,9.487,8.166,10.733,4.308,8.069,10.261
7.843,11.368,8.496,6.721,6.295,5.426,7.032
6.035,7.764,16.434,8.429,7.748,8.720,10.295
8.337,6.204,10.416,5.820,5.703,4.097,5.779
11.188,8.044,10.445,9.484,7.017,8.111,8.896
6.023,6.613,10.362,7.404,13.813,6.768,15.714
6.300,4.829,10.164,3.342,7.333,11.296,10.548
9.457,7.435,10.811,8.526,9.303,0.500,12.138
9.302,9.475,10.452,4.448,5.198,11.093,5.698
17.905,12.737,10.292,10.539,12.468,6.902,14.787
5.595,7.629,10.045,12.004,10.607,0.500,12.321
4.668,7.004,10.400,10.499,5.383,5.488,5.531
5.454,6.876,17.122,8.954,8.335,3.462,5.902
7.599,6.433,11.556,4.775,7.381,3.165,6.568
1.155,9.184,15.253,6.884,11.134,10.304,4.614
8.701,7.064,4.432,7.163,5.242,7.606,11.084
8.642,4.426,13.340,4.815,5.824,0.500,3.932
9.017,3.846,12.641,12.041,8.877,7.797,7.254
6.029,11.053,12.243,8.148,9.354,3.428,9.358
10.754,9.522,12.040,11.075,8.480,5.778,5.253
10.934,2.504,16.605,8.375,9.324,5.258,4.179
5.262,10.310,11.161,11.624,5.533,7.718,5.138
8.316,10.000,9.669,3.755,5.475,3.975,9.003
10.591,6.332,9.293,12.543,4.045,11.147,11.025
9.690,8.934,8.991,10.768,10.247,9.047,8.953
7.055,3.650,8.793,5.728,8.223,8.155,9.201
10.833,7.620,8.016,5.443,4.137,10.592,7.893
8.514,7.052,6.978,10.449,6.664,7.093,7.836
5.669,11.213,6.493,7.665,8.658,9.448,12.305
7.563,4.573,7.170,6.596,2.129,13.623,6.881
8.006,5.206,7.004,4.925,8.775,11.806,5.264
5.224,6.970,6.187,3.866,9.351,4.457,7.632
8.830,13.274,6.018,9.910,6.689,9.726,13.200
7.417,5.840,5.599,12.254,8.714,10.584,12.949
5.978,6.497,4.316,6.276,7.090,2.268,3.654
12.259,7.172,4.268,7.589,10.380,7.453,8.947
8.447,7.286,4.474,11.780,7.473,9.606,10.287
14.654,6.088,5.344,10.162,6.789,7.731,4.851
6.222,10.765,2.930,7.699,9.720,8.361,11.130
7.689,3.980,11.479,13.665,7.218,6.136,0.883
14.371,9.029,11.460,5.187,7.272,5.640,4.899
6.579,3.704,10.647,6.332,5.858,4.004,11.928
2.414,7.162,10.502,6.761,11.844,7.058,4.068
11.869,7.363,10.415,12.282,10.457,8.896,8.199
5.743,9.123,3.492,3.655,6.578,8.540,4.231
10.583,10.360,10.583,6.205,9.624,3.298,13.181
4.305,2.951,10.362,9.962,7.405,0.500,3.962
8.595,7.106,9.477,4.811,2.615,9.474,10.145
1.706,4.139,9.335,4.840,3.122,1.661,7.064
8.781,11.444,10.194,5.945,6.052,7.866,5.955
7.291,11.641,10.027,9.649,7.559,6.974,11.771
6.492,7.508,11.513,7.237,6.884,3.896,9.944
0.500,9.670,10.965,2.632,9.527,17.365,13.034
6.013,5.376,10.775,10.543,12.282,9.749,8.460
2.925,17.005,9.780,13.534,9.257,9.487,9.870
9.472,7.575,2.391,6.058,10.836,7.187,7.346
10.972,6.399,1.916,11.571,10.534,8.332,3.509
5.523,4.332,7.518,11.148,13.625,9.211,5.892
5.413,8.532,7.393,11.090,11.225,8.453,14.642
7.955,5.971,7.244,4.384,9.334,5.221,10.276
3.878,3.766,8.073,3.341,6.566,10.187,9.370
7.709,2.901,6.825,11.919,7.181,7.736,7.780
9.724,7.809,6.714,12.338,6.776,5.409,6.726
3.305,9.726,6.764,3.208,3.253,7.899,5.790
9.645,10.396,6.676,3.866,9.140,4.936,4.446
9.271,12.929,6.432,6.371,9.576,12.510,5.966
9.935,11.147,6.785,10.174,8.266,8.666,5.640
10.328,10.467,5.846,8.329,8.853,7.593,9.515
10.209,8.470,7.278,13.003,8.684,10.694,10.223
8.596,10.455,7.445,14.881,11.572,9.389,7.596
10.920,15.069,7.012,10.105,9.481,12.769,10.942
8.878,2.679,6.791,10.530,6.472,10.410,12.745
6.241,6.646,6.621,5.520,6.902,12.595,5.550
10.542,4.579,6.114,9.042,6.295,2.883,5.449
12.485,7.830,0.921,11.430,10.820,10.140,6.313
9.000,10.700,6.662,12.631,5.179,6.935,10.630
5.857,14.405,10.316,6.785,9.399,7.160,7.985
7.993,11.015,12.007,6.729,10.152,8.750,7.273
12.001,10.075,10.692,9.686,7.048,8.501,11.195
6.526,7.505,10.676,7.505,10.693,9.816,5.583
6.157,8.071,10.716,6.946,6.444,5.958,6.242
9.903,2.643,10.624,8.029,12.007,2.454,7.541
9.673,10.440,10.638,12.059,12.368,6.618,7.973
5.547,8.456,10.361,6.951,8.667,13.767,10.698
7.842,9.046,10.318,14.588,5.584,3.318,4.909
5.643,0.573,10.274,15.463,11.294,12.141,14.512
9.254,14.765,10.014,6.656,8.855,7.562,15.007
6.179,10.040,9.836,11.076,4.983,9.423,10.900
14.843,7.303,12.101,2.546,9.766,8.515,10.003
10.734,9.058,9.927,6.985,11.043,8.560,5.420
7.045,5.548,9.856,10.419,5.922,7.098,12.579
7.454,11.943,11.483,7.828,9.498,5.342,7.031
11.683,5.240,11.710,6.785,4.733,12.326,9.070
5.327,6.995,9.654,7.841,7.392,2.384,5.047
9.191,9.139,12.546,11.320,7.091,8.411,0.500
5.282,4.516,10.375,13.740,10.790,7.059,5.913
11.913,11.133,10.188,18.647,7.393,8.983,7.986
7.418,4.476,10.018,8.776,7.808,9.644,11.640
10.398,7.382,9.781,7.670,12.711,9.895,8.645
6.819,3.472,9.502,13.916,7.062,10.966,8.856
11.519,10.704,9.149,8.930,7.266,7.410,8.542
11.237,6.407,8.827,8.995,9.512,8.684,9.346
7.409,11.499,8.512,2.156,8.925,6.615,12.317
9.421,5.803,8.186,6.677,3.221,7.442,8.626
11.547,7.324,9.586,1.856,3.943,8.436,9.341
7.964,7.616,7.826,9.689,6.559,9.516,4.740
5.099,8.817,7.479,9.505,3.306,9.383,10.998
7.533,8.640,8.909,9.390,10.164,8.186,8.312
6.465,11.921,7.050,5.554,11.513,6.600,3.366
4.564,7.404,8.210,8.542,7.938,2.862,8.269
8.916,8.064,6.619,7.416,6.544,4.990,13.041
7.905,13.451,6.194,8.513,11.720,8.887,14.740
6.056,6.069,5.753,9.630,10.209,5.709,7.556
10.791,5.415,7.286,4.291,13.448,6.650,10.140
11.424,7.249,7.270,8.062,4.880,6.145,13.728
10.782,12.633,6.069,11.104,6.895,14.082,10.633
7.601,7.991,0.500,14.640,4.666,10.666,7.751
12.151,5.793,14.958,12.284,3.750,8.785,8.002
12.144,11.651,6.854,10.044,13.657,12.254,11.992
10.169,4.405,6.675,7.900,11.719,7.855,6.592
9.586,6.982,6.552,9.105,5.373,11.757,9.897
10.256,13.311,6.413,4.663,12.689,5.326,0.500
9.032,9.612,6.215,7.967,6.541,9.249,10.798
9.323,8.453,6.065,5.737,8.750,9.071,10.074
11.004,8.413,5.964,7.616,7.159,11.649,5.753
7.290,8.571,5.710,10.815,2.631,10.316,10.412
11.277,5.999,5.598,7.854,3.774,12.006,7.273
12.955,6.861,5.367,4.879,10.001,12.101,8.593
