10.036,9.000,5.901,9.066,9.892,9.151,4.426
6.711,5.681,8.804,10.681,10.992,5.368,3.846
5.865,7.904,8.259,8.435,9.980,10.311,11.053
5.080,7.387,8.386,2.375,7.403,12.714,9.522
11.227,6.070,0.500,9.746,4.714,5.716,2.504
5.959,7.668,8.563,5.752,9.500,6.926,10.310
5.070,6.999,6.746,11.044,3.764,12.139,10.000
4.027,0.726,10.038,7.186,1.937,9.736,6.332
6.959,2.044,5.084,3.031,9.161,11.339,8.934
6.019,7.754,13.471,4.736,0.500,10.228,3.650
8.294,3.352,7.983,7.958,9.292,17.552,7.620
12.199,9.751,6.773,6.917,9.902,5.348,7.052
9.551,6.753,8.853,8.649,10.309,5.557,11.213
5.214,15.359,3.948,7.316,8.307,4.265,4.573
8.191,7.821,5.147,9.315,7.880,6.952,5.206
8.648,12.659,9.429,7.965,5.153,13.431,6.970
10.015,6.501,6.990,8.991,8.144,8.214,13.274
5.201,4.853,7.906,6.848,9.276,4.093,5.840
7.165,2.689,0.500,7.818,6.481,6.941,6.497
7.190,5.442,4.464,3.720,4.671,3.344,7.172
7.849,9.740,2.927,7.328,11.831,7.415,7.286
9.916,6.552,14.579,8.877,10.415,11.889,6.088
1.923,0.500,7.638,4.950,10.306,10.357,10.765
7.921,4.877,11.450,12.342,4.320,7.575,3.980
10.282,7.048,7.121,8.030,0.554,7.013,9.029
7.176,9.326,10.466,3.611,8.157,7.290,3.704
3.673,9.320,6.240,4.024,6.301,2.035,7.162
8.506,8.953,6.364,7.117,8.056,10.546,7.363
14.960,9.865,7.107,10.395,9.074,7.262,9.123
4.818,13.121,7.559,4.827,10.425,10.594,10.360
4.798,6.418,0.680,8.196,7.922,2.760,2.951
1.154,6.838,7.915,3.717,9.254,8.842,7.106
6.980,9.212,5.292,10.475,4.126,8.404,4.139
10.031,9.759,5.965,6.692,10.590,8.850,11.444
5.588,7.041,6.962,8.572,3.246,10.663,11.641
9.781,11.336,6.582,10.578,7.947,7.544,7.508
8.329,9.931,7.404,4.586,7.291,3.870,9.670
11.781,7.777,10.444,3.410,5.327,4.391,5.376
8.936,12.895,10.441,1.470,9.528,6.327,17.005
15.104,6.173,12.200,1.868,6.620,10.096,7.575
4.624,6.896,6.459,16.798,10.022,7.302,6.399
7.498,2.926,7.595,9.069,8.601,3.635,4.332
8.910,7.019,7.115,11.141,5.603,10.077,8.532
9.196,8.842,6.734,6.340,7.050,7.263,5.971
11.019,7.559,9.488,6.680,3.278,2.940,3.766
4.820,8.536,9.875,6.242,5.620,8.863,2.901
3.587,7.355,7.792,9.720,4.376,10.724,7.809
5.724,7.716,8.537,4.461,10.660,9.367,9.726
10.756,6.477,11.454,7.647,6.578,7.709,10.396
8.403,4.563,8.035,9.016,6.434,10.595,12.929
6.709,8.541,11.247,8.323,3.523,11.951,11.147
6.993,7.101,8.770,5.880,8.215,7.499,10.467
11.199,3.828,10.230,4.327,5.209,8.461,8.470
12.348,2.888,14.498,2.752,5.444,6.330,10.455
12.409,9.557,7.583,5.879,7.732,9.429,15.069
9.933,7.746,8.361,9.620,15.805,6.894,2.679
11.703,5.805,10.598,6.906,6.654,4.589,6.646
6.428,11.460,7.722,6.832,5.400,6.028,4.579
3.424,11.705,10.635,6.865,5.983,11.041,7.830
3.645,9.439,14.189,8.143,8.920,8.702,10.700
6.324,12.292,7.089,11.637,7.916,10.020,9.410
8.121,3.618,7.805,10.787,6.291,10.640,8.539
0.500,3.720,9.596,12.695,8.983,10.257,6.014
10.241,8.672,4.447,6.438,6.062,10.105,10.694
10.487,9.623,11.258,6.014,7.264,9.093,6.771
8.895,7.648,10.419,7.488,6.705,4.754,3.948
3.712,12.309,9.482,8.908,9.410,5.714,4.260
7.179,11.059,6.332,6.882,6.798,8.925,10.024
5.664,6.517,10.053,8.130,6.096,5.078,13.342
9.244,3.910,9.858,7.536,10.144,6.062,5.198
6.127,4.009,4.153,7.783,9.724,9.330,5.648
10.644,9.428,14.818,6.129,8.626,9.148,4.683
8.469,9.713,7.127,4.122,7.571,9.712,2.907
5.391,9.475,8.893,9.402,11.554,11.450,7.347
7.991,6.505,6.654,7.634,9.514,10.082,10.404
5.604,8.047,9.068,6.441,5.727,17.216,8.099
5.499,14.421,11.191,6.008,6.381,8.191,9.087
5.421,9.333,6.300,6.258,9.569,8.600,7.715
10.553,10.246,3.517,3.242,8.627,11.924,8.969
8.014,8.439,7.288,10.406,8.741,7.230,11.027
4.506,8.764,4.832,16.024,5.356,10.255,8.877
8.493,6.048,6.213,3.931,8.744,2.820,14.512
9.008,11.359,7.918,4.230,9.652,8.094,4.758
12.116,5.689,8.026,6.496,10.193,8.757,8.684
9.687,8.090,14.815,7.365,3.427,6.433,8.097
9.965,9.877,5.137,12.327,6.701,7.378,7.049
10.693,11.104,9.087,7.114,8.903,13.644,10.342
4.698,6.444,6.876,6.058,6.283,9.776,7.986
3.899,9.250,11.889,2.713,5.568,3.659,10.566
7.383,9.349,16.360,11.547,5.756,6.122,8.915
13.823,7.899,9.701,6.886,9.022,6.680,8.596
5.352,5.774,13.511,13.194,8.721,11.710,10.974
10.489,7.942,6.622,9.578,6.320,8.718,11.739
7.374,10.740,6.026,5.531,11.673,8.725,5.523
6.961,7.255,4.824,11.369,6.527,9.094,7.453
5.034,9.447,2.690,2.605,10.864,3.952,4.690
11.324,7.939,5.248,10.692,9.152,6.833,8.056
6.500,2.871,7.200,5.864,10.227,11.686,6.519
12.904,6.974,10.920,1.323,9.527,6.088,11.861
8.144,12.298,9.611,5.797,2.370,10.648,8.421
3.742,4.414,9.030,11.914,9.249,7.136,8.167
7.986,7.431,6.767,13.728,9.028,8.311,9.929
13.377,6.386,5.906,9.566,6.802,8.709,11.913
7.836,4.556,7.811,4.480,8.812,10.642,7.054
8.459,4.560,7.986,8.614,7.990,5.664,6.006
6.932,9.503,8.218,6.241,2.499,8.106,5.487
6.977,7.178,8.457,9.590,9.091,8.596,8.286
12.020,10.527,7.131,11.279,8.355,9.245,14.086
11.500,9.097,0.500,9.037,11.937,10.056,8.434
9.428,12.362,4.406,6.440,7.045,6.901,8.770
15.990,6.501,5.249,7.669,8.174,13.983,12.516
8.362,8.863,12.322,8.934,2.521,8.286,8.734
12.893,10.159,6.644,7.595,12.675,7.004,5.409
9.454,6.973,9.436,3.538,13.007,9.181,5.385
