concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,6207,13,2,2.09,409.7,394,525,525,525
2,4435,0,30,0.00,0,0,0,0,0
4,4267,53,7,12.42,246.2,260,322,342,342
8,4984,16,104,3.21,352.4,366,385,385,385
16,5663,0,240,0.00,0,0,0,0,0
