# start rate=10 seed=4 dur=420 n=7 target=3 events=34
7.2 fp=[2] true=[3] merged=[2, 3]
7.5 fp=[2] true=[3] merged=[2, 3]
7.8 fp=[2] true=[3] merged=[2, 3]
8.1 fp=[2] true=[3] merged=[2, 3]
8.5 fp=[2] true=[3] merged=[2, 3]
8.8 fp=[2] true=[3] merged=[2, 3]
9.1 fp=[2] true=[3] merged=[2, 3]
9.4 fp=[2] true=[3] merged=[2, 3]
9.7 fp=[2] true=[3] merged=[2, 3]
10.0 fp=[2] true=[3] merged=[2, 3]
10.3 fp=[2] true=[3] merged=[2, 3]
10.7 fp=[2] true=[3] merged=[2, 3]
11.0 fp=[2] true=[3] merged=[2, 3]
11.3 fp=[2] true=[3] merged=[2, 3]
11.6 fp=[2] true=[3] merged=[2, 3]
11.9 fp=[2] true=[3] merged=[2, 3]
12.2 fp=[2] true=[3] merged=[2, 3]
12.5 fp=[2] true=[3] merged=[2, 3]
12.9 fp=[2] true=[3] merged=[2, 3]
13.2 fp=[2] true=[3] merged=[2, 3]
13.5 fp=[2] true=[3] merged=[2, 3]
13.8 fp=[2] true=[3] merged=[2, 3]
14.1 fp=[2] true=[3] merged=[2, 3]
14.4 fp=[2] true=[3] merged=[2, 3]
14.7 fp=[2] true=[3] merged=[2, 3]
15.1 fp=[2] true=[3] merged=[2, 3]
15.4 fp=[2] true=[3] merged=[2, 3]
15.7 fp=[2] true=[3] merged=[2, 3]
16.0 fp=[2] true=[3] merged=[2, 3]
16.3 fp=[2] true=[3] merged=[2, 3]
16.6 fp=[2] true=[3] merged=[2, 3]
16.9 fp=[2] true=[3] merged=[2, 3]
17.2 fp=[2] true=[3] merged=[2, 3]
17.6 fp=[2] true=[3] merged=[2, 3]
17.9 fp=[2] true=[3] merged=[2, 3]
18.2 fp=[2] true=[3] merged=[2, 3]
18.5 fp=[2] true=[3] merged=[2, 3]
18.8 fp=[2] true=[3] merged=[2, 3]
19.1 fp=[2] true=[3] merged=[2, 3]
19.4 fp=[2] true=[3] merged=[2, 3]
19.8 fp=[2] true=[3] merged=[2, 3]
20.1 fp=[2] true=[3] merged=[2, 3]
20.4 fp=[2] true=[3] merged=[2, 3]
20.7 fp=[2] true=[3] merged=[2, 3]
21.0 fp=[2] true=[3] merged=[2, 3]
21.3 fp=[2] true=[3] merged=[2, 3]
21.6 fp=[2] true=[3] merged=[2, 3]
21.9 fp=[2] true=[3] merged=[2, 3]
22.2 fp=[2] true=[3] merged=[2, 3]
22.6 fp=[2] true=[3] merged=[2, 3]
22.9 fp=[2] true=[3] merged=[2, 3]
23.2 fp=[2] true=[3] merged=[2, 3]
23.5 fp=[2] true=[3] merged=[2, 3]
23.8 fp=[2] true=[3] merged=[2, 3]
24.1 fp=[2] true=[3] merged=[2, 3]
24.4 fp=[2] true=[3] merged=[2, 3]
24.8 fp=[2] true=[3] merged=[2, 3]
25.1 fp=[2] true=[3] merged=[2, 3]
25.4 fp=[2] true=[3] merged=[2, 3]
25.7 fp=[2] true=[3] merged=[2, 3]
26.0 fp=[2] true=[3] merged=[2, 3]
26.3 fp=[2] true=[3] merged=[2, 3]
26.6 fp=[2] true=[3] merged=[2, 3]
26.9 fp=[2] true=[3] merged=[2, 3]
27.2 fp=[2] true=[3] merged=[2, 3]
27.6 fp=[2] true=[3] merged=[2, 3]
27.9 fp=[2] true=[3] merged=[2, 3]
28.2 fp=[2] true=[3] merged=[2, 3]
28.5 fp=[2] true=[3] merged=[2, 3]
28.8 fp=[2] true=[3] merged=[2, 3]
29.1 fp=[2] true=[3] merged=[2, 3]
29.4 fp=[2] true=[3] merged=[2, 3]
29.8 fp=[2] true=[3] merged=[2, 3]
30.1 fp=[2] true=[3] merged=[2, 3]
30.4 fp=[2] true=[3] merged=[2, 3]
30.7 fp=[2] true=[3] merged=[2, 3]
31.0 fp=[2] true=[3] merged=[2, 3]
31.3 fp=[2] true=[3] merged=[2, 3]
31.6 fp=[2] true=[3] merged=[2, 3]
31.9 fp=[2] true=[3] merged=[2, 3]
32.2 fp=[2] true=[3] merged=[2, 3]
32.6 fp=[2] true=[3] merged=[2, 3]
32.9 fp=[2] true=[3] merged=[2, 3]
33.2 fp=[2] true=[3] merged=[2, 3]
33.5 fp=[2] true=[3] merged=[2, 3]
33.8 fp=[2] true=[3] merged=[2, 3]
34.1 fp=[4] true=[3] merged=[3, 4]
34.4 fp=[4] true=[3] merged=[3, 4]
34.7 fp=[4] true=[3] merged=[3, 4]
35.1 fp=[4] true=[3] merged=[3, 4]
35.4 fp=[4] true=[3] merged=[3, 4]
35.7 fp=[4] true=[3] merged=[3, 4]
36.0 fp=[5] true=[3] merged=[3, 5]
36.3 fp=[5] true=[3] merged=[3, 5]
36.7 fp=[5] true=[3] merged=[3, 5]
37.0 fp=[5] true=[3] merged=[3, 5]
37.3 fp=[5] true=[3] merged=[3, 5]
37.6 fp=[5] true=[3] merged=[3, 5]
37.9 fp=[5] true=[3] merged=[3, 5]
38.2 fp=[7] true=[3] merged=[3, 7]
38.5 fp=[7] true=[3] merged=[3, 7]
