concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,5781,15,0,2.59,376.7,363,473,473,473
2,4355,30,0,6.89,281.8,272,426,428,428
4,4686,60,0,12.80,300.3,291,361,369,369
8,5141,120,0,23.34,325.1,319,372,377,383
16,4456,240,0,53.86,264.5,249,407,456,463
