concurrency,duration_ms,ok,fail,tps_total,mean_latency_ms,p50,p95,p99,max
1,5921,15,0,2.53,384.4,408,463,463,463
2,4719,30,0,6.36,305.9,308,371,372,372
4,4388,60,0,13.67,259.4,290,334,469,469
8,5253,120,0,22.84,331.9,328,372,381,385
16,6367,240,0,37.69,394.8,408,442,451,452
